id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17591174,Central 2 bedroom suite w/ free parking & wifi,119520299,Angeline,,Victoria-Fraserview,49.22458,-123.07559,Entire home/apt,108,2,23,2020-03-28,0.60,1,179
17593485,Home/Huge Hot Tub @ Little Mnt on the bike route,119295976,Clayton,,Riley Park,49.24406,-123.10596,Entire home/apt,175,3,4,2019-08-20,0.12,1,89
17605873,Kim's Place,117802311,Kim,,Hastings-Sunrise,49.27245,-123.05013,Entire home/apt,145,2,154,2020-03-17,4.19,1,320
17607712,Bright & Spacious Kitsilano 2BD Suite - Sleeps 4!,62158887,Marcus,,Arbutus Ridge,49.25779,-123.17696,Entire home/apt,100,2,74,2020-03-13,1.96,1,0
17611127,3BDR Newly Renovated -Heart of Kits-w4th,117671909,Simon,,Kitsilano,49.26748,-123.18295,Entire home/apt,394,30,40,2019-09-08,1.06,3,156
17623680,Cozy Private Room,102350659,Diana,,West End,49.28497,-123.1317,Private room,61,30,10,2020-04-30,0.26,1,348
17624444,Beautiful and bright room in character apt,48901553,Lindsay,,Grandview-Woodland,49.27899,-123.06637,Private room,84,1,66,2019-12-16,1.90,2,0
17624646,2BR bright character apt above antique shop,48901553,Lindsay,,Grandview-Woodland,49.27726,-123.06649,Entire home/apt,185,3,23,2019-11-10,0.67,2,136
17640274,"Cozy, warm home in Vancouver",25922356,Binia,,Marpole,49.2139,-123.13358,Entire home/apt,89,3,36,2020-02-14,1.01,1,24
17649877,Luxury Spacious Condo with Stunning Views!,48821353,Cameron,,Downtown,49.28838,-123.12432,Entire home/apt,595,31,0,,,1,358
17655199,Spacious heritage home minutes to downtown,1113348,Colin &  Iris,,Downtown Eastside,49.28065,-123.09026,Entire home/apt,149,2,177,2020-03-18,4.78,1,8
17656294,Garden level Apartment; Long Term available,16132652,Richard,,Kensington-Cedar Cottage,49.24095,-123.08715,Entire home/apt,94,3,97,2020-03-12,2.55,2,237
17683724,Fairview Slopes Townhouse by Seawall with View,12399675,Lindsey,,Fairview,49.26578,-123.12063,Entire home/apt,279,4,32,2019-09-03,0.99,1,88
17703644,Modern suite in the fantastic SOMA location,3627533,Kody,,Mount Pleasant,49.2571,-123.10525,Entire home/apt,170,1,120,2020-04-08,3.16,1,308
17714487,Luxe High-Rise Apartment with Striking City Views,4292086,Anne,,West End,49.28716,-123.12709,Entire home/apt,196,30,50,2020-01-14,1.30,13,351
17733636,Designer Suite with Panoramic View,120563931,B.F.,,Downtown,49.27987,-123.11719,Entire home/apt,101,31,45,2019-03-01,1.20,1,0
17734782,Centrally Located 2-Level Guesthouse in Vancouver,120948353,Star,,Hastings-Sunrise,49.28921,-123.05326,Entire home/apt,116,2,108,2020-03-20,2.83,1,168
17738026,The Teal Suite: 2 bedroom coach house in Vancouver,82002904,Allan,,Kensington-Cedar Cottage,49.23482,-123.07775,Entire home/apt,175,30,22,2020-04-30,0.65,1,270
17750927,Spacious and charming lantern suite,22166022,Meagan,,Hastings-Sunrise,49.27023,-123.03586,Entire home/apt,70,4,101,2020-04-04,2.65,1,32
17761640,Heart of Downtown/ 2 bedrooms,121218456,Lilian,,Downtown,49.28021,-123.12501,Entire home/apt,250,15,3,2017-07-31,0.08,1,131
17764717,1BDR Bright cozy unit- Wifi-Kitchen-Balcony,117671909,Simon,,Kitsilano,49.2676,-123.18278,Entire home/apt,175,30,38,2019-08-24,1.03,3,302
17767948,"The Turquoise Suite- new, private 2 bedroom suite",121285166,Nico,,Kensington-Cedar Cottage,49.23581,-123.07733,Entire home/apt,145,30,21,2020-03-01,0.63,1,207
17790697,Modern New Two-bed Condo in DT Van,121532918,May,,Downtown,49.27655,-123.115,Entire home/apt,125,365,4,2019-12-18,0.11,1,143
17833279,King bed in 2 BR apartment in Chinatown,677632,Kyle,,Downtown Eastside,49.28122,-123.09772,Private room,75,2,68,2020-02-13,1.81,2,229
17834565,Entire home/Central Vancouver. Sleep8-9 7min to DT,9510958,Christina,,Hastings-Sunrise,49.26413,-123.04649,Entire home/apt,279,3,0,,,2,364
17844486,Mountain views in Mount Pleasant/Riley Park!,10578314,Erin,,Kensington-Cedar Cottage,49.24993,-123.08824,Private room,89,1,19,2020-02-18,0.50,1,0
17848238,"Brand new, 2br+2ba duplex in Kitsilano.",122110847,Andrew,,Kitsilano,49.26719,-123.17847,Entire home/apt,303,1,155,2020-02-29,4.10,2,179
17849718,"Large, private 1 bed executive condo in yaletown",83325096,George,,Downtown,49.27607,-123.11646,Entire home/apt,293,30,22,2019-11-10,0.60,1,90
17878232,Downtown Vancouver Penthouse Private Room 3002,74865763,Breanne,,Downtown,49.28821,-123.12416,Private room,165,1,164,2020-03-07,4.32,6,258
17891295,Condo middle of DT Vancouver 2 bdrs + Parking,31782098,Ziad,,Downtown,49.28241,-123.12377,Entire home/apt,170,31,31,2020-03-19,0.88,1,299
17905368,"West End Jem! Jr. 1br, parking, 2blks from Beach",23633177,Tammy-Leigh,,West End,49.29254,-123.1397,Entire home/apt,148,60,9,2017-10-09,0.24,2,0
17906967,Mount Pleasant Artist's Studio,40245152,Roman,,Mount Pleasant,49.26681,-123.09716,Entire home/apt,78,1,202,2020-03-15,5.47,1,0
17908161,"Gorgeous UBC/Point Grey Home,  Steps to Everything",74460,Chris&Salma,,West Point Grey,49.26061,-123.20646,Entire home/apt,300,7,0,,,2,109
17911210,Spacious Loft | 2-Levels w/Balcony (shared room),1522256,Natalia,,Downtown Eastside,49.28281,-123.10748,Shared room,150,1,47,2019-10-06,1.28,3,89
17930240,Queen Room near Skytrain (Broadway/Commercial),15601435,Kwang,,Kensington-Cedar Cottage,49.26058,-123.06656,Private room,51,3,62,2020-03-01,1.70,2,88
17944736,"Clean, Comfortable, Central Location.",123115979,Kathy,,Kensington-Cedar Cottage,49.23466,-123.07815,Entire home/apt,70,31,26,2019-10-22,0.70,1,40
17964143,Vintage 1950s East Van Family Home Near Skytrain,123356256,Morgan,,Hastings-Sunrise,49.26242,-123.03578,Entire home/apt,120,2,3,2018-08-17,0.09,2,0
17980077,Bright euro loft in central Vancouver!,6510867,Sarah Thomas,,Mount Pleasant,49.26759,-123.09957,Entire home/apt,200,30,0,,,1,0
17994715,Admire Views of Emery Barnes Park at a Soft-Gray Studio,23977001,Emma,,Downtown,49.27565,-123.12225,Entire home/apt,120,30,11,2019-09-01,0.30,12,225
18019961,Spacious 3 BR + 3 bath townhouse + secure parking,6120439,Kerry,,Kensington-Cedar Cottage,49.25346,-123.07587,Entire home/apt,300,5,15,2019-08-25,0.45,2,10
18034711,Cozy home in great location close to the beach.,124052402,Marta &,,West End,49.28894,-123.1378,Private room,80,2,27,2019-07-28,0.74,1,74
18040461,Modern studio in the heart of downtown Vancouver,96705185,Polina,,Downtown,49.28056,-123.12514,Entire home/apt,85,30,90,2018-09-01,2.40,1,0
18058854,"Spacious, Bright 1 BR suite in East Vancouver",12956571,Michael,,Hastings-Sunrise,49.26913,-123.05571,Entire home/apt,118,3,96,2020-03-20,2.57,1,364
18062481,Minutes to Beach - Kitsilano Garden Suite,5240733,Margaret,,Kitsilano,49.26619,-123.17282,Entire home/apt,149,3,5,2019-08-22,0.31,1,89
18076938,"Do Vancouver Sustainably, and in Style.",23038499,Shant,,Mount Pleasant,49.26355,-123.08447,Entire home/apt,187,30,91,2019-10-14,2.56,1,365
18079483,Soak up the Cozy Vibes at an Urban Pad with Neon Lighting,9170613,Unity,,Downtown Eastside,49.2792,-123.09931,Entire home/apt,229,30,15,2019-06-30,0.43,1,8
18089401,Studio With Parking in the Heart of Downtown,179396,Lili,,West End,49.27977,-123.12989,Entire home/apt,138,30,28,2020-04-01,0.79,5,30
18092690,Amazing 3-Bed Duplex off the Drive!,6304761,Kris,,Grandview-Woodland,49.27161,-123.06964,Entire home/apt,200,2,2,2017-08-28,0.06,1,133
18113231,3 Bdrms Heritage House Heart of Vancouver Downtown,109935779,Andy,,Downtown,49.27603,-123.12275,Entire home/apt,380,1,152,2020-03-08,4.12,2,53
18152388,1 bdrm with ensuite bath in Central Vancouver,117119918,Kitty,,Kensington-Cedar Cottage,49.24014,-123.08867,Private room,44,30,5,2020-04-03,0.22,7,286
18177758,Big & luxury basement suite near downtown Vancouver,862996,Hong Quan,,South Cambie,49.24722,-123.11727,Entire home/apt,139,1,49,2020-01-01,1.31,1,337
18199695,Cozy private room upstairs in house,102373405,Vicki,,Victoria-Fraserview,49.23103,-123.06897,Private room,46,3,56,2020-01-31,1.51,2,89
18224726,Ultramodern Sleek & Chic 1BR bright @ ❤ Dwtwn!,38459934,Corporate Stays,,Downtown,49.28169,-123.11682,Entire home/apt,84,32,1,2018-06-30,0.04,26,222
18226465,2 Bedroom Suite Off Main St (Riley Park),86719825,Vashti And Simon,,Riley Park,49.23951,-123.10035,Entire home/apt,93,1,133,2020-04-01,3.57,1,6
18231285,Private Room near West Broadway & Granville,125891752,Nimrah,,Fairview,49.25996,-123.13447,Private room,48,30,29,2019-07-01,1.05,1,30
18237452,Downtown 2BR + 1 BA English Bay/Yaletown w/ AC,29412460,Anita,,Downtown,49.27568,-123.13138,Entire home/apt,274,30,33,2020-03-06,0.88,2,87
18270850,Quaint family style home in quite neighbourhood,126002388,Melanie,,Kensington-Cedar Cottage,49.24917,-123.08165,Entire home/apt,349,1,165,2020-03-08,4.89,2,333
18273285,Character Home in Kits,81542039,Beth,,Kitsilano,49.26514,-123.18559,Entire home/apt,349,4,14,2019-08-25,0.63,1,322
18274676,Kits Beach Newly Renovated Garden Suite,126347927,Jordan,,Kitsilano,49.27437,-123.14892,Entire home/apt,241,5,33,2018-09-01,0.89,2,356
18328785,Share Perfect long term stay = downtown Vancouver,120651321,Cheri,,Downtown,49.28034,-123.12518,Private room,63,33,3,2019-10-31,0.28,2,148
18339479,"The Yellow House, 3 BDR & Garden",6093659,Ari,,Grandview-Woodland,49.26357,-123.07472,Entire home/apt,399,2,50,2020-01-09,1.35,2,14
18357164,"Cheerful, one bedroom suite in 1940's bungalow.",17965624,Scott,,Hastings-Sunrise,49.2672,-123.04105,Entire home/apt,94,2,80,2020-04-02,3.60,1,163
18359361,Private Room In Heritage Home on Commercial Drive,110997032,Emma,,Grandview-Woodland,49.27263,-123.07316,Private room,65,3,79,2020-03-17,2.14,1,160
18374938,Light the Electric Fire at This Ambient Lit Modern Pad,80942040,Harlene And Sean,,Sunset,49.21271,-123.08518,Entire home/apt,120,1,294,2020-03-14,8.00,1,0
18394679,"Beautiful 3 Bedroom 2 Bathroom, TWO floor house",81968896,Diane,,Hastings-Sunrise,49.2874,-123.05428,Entire home/apt,180,1,267,2020-03-18,7.64,1,262
18397672,Perfect location+ superhost! Not to be missed,108760439,Victoria,,Riley Park,49.25346,-123.09778,Private room,99,30,54,2020-03-07,1.47,1,1
18408083,D8 - elegant 1 bedroom,30899,Rami,,Downtown,49.27663,-123.12572,Entire home/apt,84,30,6,2020-01-13,0.20,49,154
18408882,West Coast Guest House,63299080,Karla,,Grandview-Woodland,49.26955,-123.06434,Entire home/apt,135,3,93,2020-02-21,2.52,2,116
18416487,Modern and Bright Downtown/Yaletown Condo,3731102,Karen,,Downtown,49.27951,-123.12042,Entire home/apt,85,31,5,2019-02-06,0.18,2,0
18416795,[CENTRAL] Downtown Condo (1 bed + 1 Solarium),87766042,Jay,,Downtown,49.28124,-123.11854,Entire home/apt,239,30,34,2018-09-05,0.93,1,0
18424386,Heritage Home Vancouver/ Mount Pleasant,21665633,Shawna,,Mount Pleasant,49.26535,-123.1098,Entire home/apt,129,1,159,2020-03-09,4.40,1,351
18428534,Yaletown Garden Patio Condo,101423730,Taren,,Downtown,49.27781,-123.11835,Entire home/apt,141,30,11,2019-11-04,0.35,2,285
18446086,Newly Renovated 3 BDR Suite with parking,2582774,Chun Cheung,,Renfrew-Collingwood,49.24926,-123.02744,Entire home/apt,169,2,66,2019-09-22,1.83,1,89
18464768,Family home at Forest's Edge,20529415,Carol & Dave,,Dunbar Southlands,49.25392,-123.19445,Entire home/apt,399,7,17,2019-08-21,0.47,1,0
18487637,Beachfront Loghouse,34776663,Tom & Veronica,,West Point Grey,49.27378,-123.20687,Entire home/apt,383,2,82,2020-05-02,2.32,1,293
18488031,Relaxing home in East Van. Renfrew - Sunrise Area,5348842,Joe,,Hastings-Sunrise,49.27995,-123.05402,Entire home/apt,193,3,136,2020-04-01,3.92,2,123
18503614,"Clean, Elegant and Spacious Suite in Kits West",918437,Annamaria,,Kitsilano,49.2611,-123.18215,Entire home/apt,131,1,219,2020-03-07,5.95,1,246
18504108,Contemporary-Cool Retreat with Sleek Glass and Metallics,23977001,Emma,,Downtown,49.2783,-123.12207,Entire home/apt,129,30,8,2019-10-31,0.23,12,265
18507432,Kits Character Apartment Rental,119128573,Erica,,Kitsilano,49.26881,-123.15728,Private room,39,30,3,2018-05-31,0.09,1,0
18508187,"New bedroom, private washroom, free WIFI for 2",19845741,Peiyan,,Renfrew-Collingwood,49.23382,-123.05821,Private room,70,2,38,2019-09-08,1.03,1,0
18510191,Cosy private suite in vibrant Commercial Drive,958297,Elana & Gary,,Kensington-Cedar Cottage,49.26232,-123.07071,Entire home/apt,125,3,23,2019-08-17,0.64,2,133
18523514,Historic Cedar Cottage Garden Suite,20535222,Katy,,Kensington-Cedar Cottage,49.24903,-123.07412,Entire home/apt,80,2,94,2020-01-03,2.60,2,137
18526737,Brand new Garden Suite!,122110847,Andrew,,West Point Grey,49.26634,-123.18817,Entire home/apt,183,1,227,2020-03-17,6.24,2,175
18527181,"L'hermitage Residence 2 bdrm+den, 2 bath downtown",128619726,Amish,,Downtown,49.27974,-123.11726,Entire home/apt,250,30,5,2019-07-21,0.14,2,223
18549799,Kitsilano Family home 3 bedroom/2.5 bath,1705687,Stavroula,,Kitsilano,49.26255,-123.18154,Entire home/apt,390,5,8,2019-07-19,0.23,1,0
18552336,South Granville lane house,25150669,Mary,,Marpole,49.21707,-123.14026,Entire home/apt,387,1,49,2019-08-27,1.35,1,0
18563528,Large Luxury Kitsilano Beach 2 bedroom 2 bath,89153803,Renaldo,,Kitsilano,49.27177,-123.14902,Entire home/apt,143,30,30,2020-03-21,0.82,1,226
18566946,Attic loft w/ private rooftop- AC,66964288,Denelle,,Mount Pleasant,49.25991,-123.10952,Entire home/apt,131,30,42,2019-08-23,1.16,4,365
18581544,Sky High 3 Bd/2 Ba & Spectacular Views. Superhost!,2949659,Klay,,Downtown,49.28074,-123.10741,Entire home/apt,300,2,218,2020-04-12,5.93,1,277
18597678,"Charming, private room in delightful Kits House",874660,Penny,,Kitsilano,49.25947,-123.16821,Private room,85,3,91,2019-12-08,2.52,3,102
18603470,Cozy 2 BDR Suite at Kensington Knight /King Edward,20148233,Molly,,Kensington-Cedar Cottage,49.24423,-123.07576,Entire home/apt,94,2,76,2019-12-29,2.10,2,88
18614904,Awesome Downtown Condo +Parking Steps 2 Everything,43148443,Johnny,,Downtown,49.28039,-123.10843,Entire home/apt,136,1,155,2020-03-16,4.31,1,6
18616579,Bright private garden suite off Commercial Drive,47029306,Meg,,Grandview-Woodland,49.267,-123.05821,Entire home/apt,80,3,67,2020-03-08,1.84,1,81
18617790,Kerrisdale fully renovated 2 bedrooms,129334385,Peter,,Arbutus Ridge,49.23741,-123.16847,Entire home/apt,145,2,154,2020-03-11,4.20,1,176
18618045,Delightful Garden Suite off Commercial Drive,3323561,Harvey,,Grandview-Woodland,49.26417,-123.06526,Entire home/apt,100,30,48,2020-02-19,1.44,1,149
18638495,"Vancouver, Kitsilano condo 111 steps to Kits beach",49117689,Kimbo,,Kitsilano,49.27293,-123.15032,Entire home/apt,110,6,6,2019-06-09,0.17,1,0
18638835,Luxury downtown condo,9219014,Sarah,,Downtown,49.27866,-123.10905,Entire home/apt,235,1,54,2017-12-31,1.48,1,0
18650443,3 bdrm Newly renovated home Canada Line  station,5233549,Joyce,,Riley Park,49.23757,-123.11029,Entire home/apt,249,1,3,2017-08-24,0.09,4,0
18655249,1 or 2 bedroom Kerrisdale Touch of Tuscany.,25601665,Raewyn,,Kerrisdale,49.23321,-123.1656,Entire home/apt,125,2,62,2020-03-18,1.71,1,12
18657916,2 Story Cozy Serenity in the Heart of Vancouver,23441743,Tina,,South Cambie,49.25562,-123.12398,Entire home/apt,454,3,28,2019-09-28,0.82,1,159
18670256,"Spacious 2 BDR, Great location and beautiful views",28171237,Nick And Rhony,,West End,49.28614,-123.12489,Entire home/apt,243,28,79,2020-03-11,2.17,2,211
18672694,Comfy room in Amazing Character House,1125653,Sage,,Dunbar Southlands,49.24428,-123.18006,Private room,51,3,31,2020-01-31,0.85,2,152
18672741,"Stylish, Contemporary Point Grey Suite Minutes to University",129782339,Gordon And Page,,West Point Grey,49.26106,-123.21389,Entire home/apt,145,3,70,2020-03-22,1.96,1,42
18688810,A Warm Welcome to Vancouver,45334693,Marcus,,South Cambie,49.25367,-123.126,Entire home/apt,80,30,64,2019-12-28,2.43,1,180
18690029,Room w/ Private Entrance and Bathroom Near Transit,123356256,Morgan,,Hastings-Sunrise,49.26314,-123.03497,Private room,41,2,91,2020-03-17,2.57,2,0
18694664,The Muse - Yaletown Modern 2 bedroom,4492755,Ares,,Downtown,49.27877,-123.11747,Entire home/apt,239,30,17,2018-07-02,0.47,2,89
18707775,Mountainview Room- Long term stays only,31552430,Sandrine,,Kensington-Cedar Cottage,49.24313,-123.08872,Private room,44,30,11,2019-10-19,0.31,2,268
18733868,Private Queen Bedroom in a Quiet Family Home,126456251,Terri,,Riley Park,49.23856,-123.10145,Private room,45,30,14,2020-03-07,0.43,4,0
18735027,Villa Minimale • 30 night min • 2020 deals ,61804583,Keith,,Shaughnessy,49.23916,-123.14664,Entire home/apt,168,30,28,2020-02-19,0.77,2,229
18736292,Main Street Vancouver Style,72757706,Tara,,Riley Park,49.23329,-123.09981,Entire home/apt,99,3,74,2020-01-13,2.12,1,178
18749442,Accessible Kensington-Cedar Cottage cozy room 5,21875198,Tan,,Kensington-Cedar Cottage,49.25598,-123.07363,Private room,41,5,43,2020-02-23,1.23,3,365
18750374,Accessible Kensington-Cedar Cottage cozy room 4,21875198,Tan,,Kensington-Cedar Cottage,49.25502,-123.07497,Private room,52,2,37,2020-02-18,1.02,3,358
18750674,Accessible Kensington-Cedar Cottage cozy room 2,21875198,Tan,,Kensington-Cedar Cottage,49.25494,-123.07366,Private room,55,2,53,2020-03-01,1.47,3,355
18769488,Olympic Village Suite (with AC & Parking!),130607545,Luke,,Mount Pleasant,49.27029,-123.10736,Entire home/apt,155,35,22,2019-06-30,0.61,1,46
18773655,#2 BBH: Bright Beautiful Home/亮丽之家,41010403,Jimin & Rosemary,,Marpole,49.2171,-123.10709,Entire home/apt,108,1,86,2020-04-14,2.42,1,365
18776875,Sunny Chic Downtown Apartment,101126144,Priscilla,,West End,49.28175,-123.12648,Entire home/apt,250,7,9,2019-07-30,0.50,1,0
18793884,Modern Studio+ free parking+nice view@DT Vancouver,28016034,Chloe,,Downtown,49.27856,-123.1265,Entire home/apt,245,1,205,2020-04-25,5.70,2,148
18795540,1BDR Bright Modern 2level suite,130833480,P,,Kitsilano,49.25838,-123.15064,Entire home/apt,130,30,30,2019-08-08,0.85,5,56
18809180,Amazing Spacious 1br in Downtown Vancouver & view,74643785,Mohammad,,Downtown Eastside,49.28033,-123.1051,Entire home/apt,130,14,19,2020-03-28,0.54,1,76
18812413,2BDR Spacious two level kits home,130833480,P,,Kitsilano,49.25842,-123.15056,Entire home/apt,256,7,41,2020-01-22,1.15,5,77
18813602,Yaletown Apartment,130992872,Andy,,Downtown,49.27912,-123.11898,Entire home/apt,151,30,68,2019-09-30,1.88,1,352
18824596,Cozy one bedroom in Fraserview,64484613,Connie,,Kensington-Cedar Cottage,49.24067,-123.08682,Private room,69,2,103,2019-08-25,2.89,2,178
18829637,2Bdr Bright Elegant Suite,130833480,P,,Kitsilano,49.2592,-123.14983,Entire home/apt,249,30,37,2019-08-26,1.04,5,0
18858999,Lovely 3-bedroom house on the Drive,23810466,Claudette,,Grandview-Woodland,49.27082,-123.06416,Entire home/apt,150,5,11,2019-07-27,0.32,1,0
18874822,Kitsilano Private Room in Two Bedroom Condo,49838111,Joseph,,Kitsilano,49.26925,-123.17489,Private room,54,5,24,2020-04-08,0.69,1,0
18877251,DT Vancouver Amazing Location,24989145,Ayla,,Downtown,49.2792,-123.12507,Entire home/apt,126,3,129,2020-04-13,3.68,3,50
18878134,"Affordable Budget Suite, Close to Transit!",129193683,Kelvin,,Kensington-Cedar Cottage,49.24033,-123.06248,Entire home/apt,76,1,122,2020-03-18,3.41,1,44
18879201,Pacific Rose Retreat - Modern condo DT Vancouver,131559576,Yuanzhe,,Downtown,49.27741,-123.12947,Entire home/apt,80,30,88,2020-02-29,2.56,1,310
18894921,Scandinavian Oasis in the Sky,2017964,Larissa,,Downtown Eastside,49.27831,-123.10109,Entire home/apt,141,30,6,2019-07-31,0.28,1,178
18897481,Stunning Sunny Corner Penthouse Near Hospital,90368928,James,,Fairview,49.25842,-123.12736,Entire home/apt,90,30,40,2020-02-28,1.11,1,53
18911425,"My Home Near Granville Island, VGH and...",17156373,Michael,,Fairview,49.263,-123.1324,Entire home/apt,163,5,83,2019-10-20,2.30,1,90
18913359,Sailing adventure on a 48 ft sloop,25434413,Graham,,West End,49.28829,-123.14227,Private room,249,3,47,2019-09-23,1.34,1,136
18913604,Bright & Spacious 2 Bedroom Home,1094761,Mona,,Hastings-Sunrise,49.2685,-123.0502,Entire home/apt,145,7,27,2020-03-15,0.78,2,103
18914357,Luxurious 2 BR in ❤︎ Downtown w/ Incredible Views,31635801,Dan,,Downtown,49.28046,-123.12091,Entire home/apt,150,30,71,2020-01-19,1.98,1,324
18916040,Centrally Located 3-bedroom home in Cambie Village,78745911,Josh,,Riley Park,49.25276,-123.11022,Entire home/apt,237,2,50,2020-04-05,1.44,1,42
18917744,Stunning 3 bdrm Reno - Few blocks off Commercial,29412479,Leslie-Ann And Suzanne,,Grandview-Woodland,49.27648,-123.07577,Entire home/apt,232,30,2,2019-08-23,0.06,6,78
18933939,New Modern Family Home Trendy Area,121590243,Lisa,,Sunset,49.22824,-123.10054,Entire home/apt,704,6,6,2019-07-20,0.17,1,0
18935250,"DT Vancouver 1 bdrm, Steps to Everything",131983294,Chris,,West End,49.2787,-123.13331,Entire home/apt,143,2,21,2017-11-27,0.60,1,0
18946167,Kitsilano Perfection,15973247,Richard,,Kitsilano,49.26692,-123.14949,Entire home/apt,110,31,1,2019-08-25,0.11,1,191
18949400,"Upscale Comfort on the Drive, Family-Friendly",59742273,Candice + Q,,Grandview-Woodland,49.26577,-123.06892,Entire home/apt,169,1,225,2020-03-22,6.36,1,317
18972366,Henry Orchard Retreat – Calm•Urban•Family-friendly,132330828,Bernadett,,Kensington-Cedar Cottage,49.24433,-123.07809,Entire home/apt,100,2,59,2020-01-02,1.67,1,42
18980403,Cosy  private space in Vancouver centrally located,1886797,Carrol,,Kensington-Cedar Cottage,49.2387,-123.08586,Private room,90,30,26,2020-03-21,0.74,2,239
18993540,2BR Garden Suite - Walk Score 90! Close to Main St,1644397,Colby,,Riley Park,49.25478,-123.10561,Entire home/apt,113,1,136,2020-02-28,3.77,2,52
19000807,3Bdr Bright Spacious Elegant Suite,130833480,P,,Kitsilano,49.2587,-123.15103,Entire home/apt,394,30,39,2019-08-31,1.10,5,116
19014703,Fabulous home near the beach.,10236964,Kas,,Kitsilano,49.26654,-123.16994,Entire home/apt,249,5,9,2019-09-02,0.26,1,15
19019070,"Modern suite near trendy Main St, sleeps 1-4",9507265,Zoe,,Riley Park,49.25094,-123.09719,Entire home/apt,94,2,159,2020-03-04,4.45,1,0
19022941,2 Bedroom Comfy Bright Suite,130833480,P,,Kitsilano,49.25902,-123.14929,Entire home/apt,249,30,49,2020-03-13,1.39,5,163
19035665,Mount Pleasant Haven,114414731,Lynn,,Riley Park,49.25624,-123.09765,Entire home/apt,85,31,20,2019-12-12,0.57,1,0
19040448,Cozy 2 bedroom basement suite in Vancouver,108811627,Kevin,,Hastings-Sunrise,49.26569,-123.02943,Entire home/apt,99,1,211,2020-03-15,5.94,1,338
19050386,Private Bathroom + Bedroom - Amazing Location,15589948,Humam,,Downtown,49.27775,-123.12868,Private room,85,7,3,2019-01-30,0.09,2,0
19055891,Quaint private Kitsilano Bedroom & Bathroom suite!,92576846,Chris,,Kitsilano,49.26233,-123.16682,Entire home/apt,89,2,139,2020-04-15,3.91,2,180
19057561,Welcome to my little West-end,133036537,Cedric,,West End,49.28179,-123.13145,Entire home/apt,66,1,40,2019-09-29,1.16,1,0
19057656,"Convenient, Comfortable, and Stylish- Entire Suite",103617576,Sara,,Downtown,49.2793,-123.10901,Entire home/apt,400,1,47,2019-12-29,1.35,2,133
19070991,"Modern + Bright 1 Bedroom off ""The Drive""",9037016,Suraiya,,Grandview-Woodland,49.27368,-123.07349,Entire home/apt,150,3,12,2019-06-27,0.41,1,0
19071363,Pvt Bdr+ Pvt Bth in Downtown Vancouver w/ View,5479318,Benny,,Downtown,49.27743,-123.10937,Private room,89,1,75,2018-12-16,2.16,1,0
19073601,amazing view and awesome amenities,133164169,Xerxes,,West End,49.28537,-123.12304,Shared room,61,30,36,2018-03-16,1.01,1,179
19084844,Cozy and friendly space near the PNE,40840488,Maret,,Hastings-Sunrise,49.28486,-123.04701,Private room,45,2,103,2020-02-16,3.03,2,260
19085886,Steps away from Granville Island!,51620742,Ryan,,Fairview,49.2652,-123.13778,Entire home/apt,94,1,33,2019-09-23,0.93,1,0
19097355,Beach Breeze,133402735,Claire,,Kitsilano,49.26926,-123.18292,Entire home/apt,159,2,10,2019-08-05,0.29,1,0
19099699,New Cozy Modern Condo Convenient HighView Gym Swim,133425831,Lucy,,Renfrew-Collingwood,49.23542,-123.02487,Entire home/apt,118,30,84,2020-02-01,2.36,1,41
19101912,Family Friendly Home in Main St. Neighbourhood,133451355,Jeff,,Riley Park,49.24129,-123.09786,Entire home/apt,300,3,7,2018-07-22,0.20,1,0
19118514,Gorgeous Views! Free parking. pool /AC.Licenced,66200235,Erik & Lynn,,Downtown,49.27968,-123.10883,Entire home/apt,320,2,122,2020-03-07,3.52,1,357
19120673,Unique West Coast home near UBC,1887496,Juliette,,West Point Grey,49.25873,-123.21445,Entire home/apt,625,5,14,2019-12-15,0.41,2,62
19121261,Private Room in Kerrisdale,133623691,Kenneth Gerald,,Kerrisdale,49.22172,-123.15246,Private room,80,3,19,2019-07-27,0.59,2,87
19124077,Executive Loft with City & Mountain Views*****,95570997,Linda & John,,Mount Pleasant,49.26733,-123.0988,Entire home/apt,120,5,35,2020-01-31,1.03,1,17
19137495,Beautiful Modern Studio in heart of downtown,108570318,Sara,,Downtown,49.28047,-123.12297,Entire home/apt,108,1,132,2018-08-29,3.77,1,0
19138815,The Beach House,133781038,Tracey,,Kitsilano,49.27057,-123.1845,Private room,55,30,44,2020-03-20,1.24,1,297
19144132,Studio+Solarium+Parking,42917524,Stoyan,,Downtown,49.27692,-123.1187,Entire home/apt,130,31,13,2019-11-30,0.38,1,106
19144880,Cozy Private Room/Bath In Family Home - Vancouver,93312323,Randy,,South Cambie,49.254,-123.12341,Private room,63,1,116,2019-10-22,3.24,2,265
19147312,Luxury 1 Br Condo w/ patio/gym and pool,133874160,Henry,,Renfrew-Collingwood,49.23266,-123.02385,Entire home/apt,101,2,162,2020-03-16,4.62,1,0
19147639,Cambie Village UNFURNISHED house for rent 4 BR,69139395,Lisa M,,South Cambie,49.25398,-123.12019,Entire home/apt,201,119,0,,,6,194
