business_id,name,city,stars,delivery,NoiseLevel,PriceRange,TakeOut,GoodForKids,OutdoorSeating,HasTV
DxbdfvNYPCyiLJDDPJK3Tg,Hakka Bro's,North York,4.0,True,u'quiet',1,True,True,False,True
aY-lZvoTHAFl9k6dcfcAxQ,Chen's Chinese Bistro,Gilbert,3.5,False,u'quiet',2,True,True,False,True
r6zfqu8kzZteqVEu3zIYCg,C'est Bon,Toronto,3.0,True,u'quiet',2,True,False,True,False
O3PiNOj1vv5dCCywdw3_og,Panda Express,Tempe,2.5,False,u'loud',1,True,True,False,True
L16ly2UGc9j4qO3Id8Gx3A,Chef Kennys Asian Vegan Restaurant,Las Vegas,4.5,True,u'average',2,True,True,False,True
0ebavvJVXAzKKQ8C9cOt6g,Chopstick Express,Tempe,3.0,True,u'quiet',1,True,True,False,True
YmX3UDKy4CeFQ7guNlrw4w,Red Lotus,Mississauga,3.5,False,u'average',2,True,True,False,True
rNqSjfRM09T-VOjRTAF66g,Phoenix Palace,Chandler,3.5,True,u'average',2,True,True,False,False
p2OOk46G_AOO0nCWl-eVlg,Pei Wei,Glendale,2.5,True,u'average',2,True,True,True,True
bFaFb7wu7swOp5qD8lNMog,MIAN | 滋味小面,Las Vegas,4.5,True,u'average',2,True,True,False,False
WBlYp-nmLiBLp7VjP1FJFg,The Original Las Vegas Buffet,Henderson,1.5,False,u'average',1,False,True,False,True
ZoqJ-XGIK1bYb1fWgQzPAw,Long Zu Bbq,Mississauga,3.0,True,u'average',2,True,True,False,True
BHi4nZxX5oYYu175aSY4sw,Jack Tan's,Toronto,3.0,True,u'average',2,True,True,True,True
UDE4VL0k8Zrko7RkJ4agGQ,Little Dumpling,Las Vegas,3.5,True,u'quiet',1,True,True,False,False
kD05qsPROIFoEhgQIp_Vig,Gohyang Restaurant + Bar,Toronto,4.0,True,u'quiet',2,True,True,False,False
W9Bh_7mfuUrEAdQBJMVOvA,Sang-Ho Seafood Restaurant,Toronto,3.5,False,u'average',2,True,True,False,True
h7As2jB8bhfFxCMCvdssWA,Wong's Chinese Dining,Phoenix,4.0,False,'average',1,True,True,False,True
d8TXBFrZ7dVphWfvC_0-vA,LucKi Thai Bistro,Las Vegas,4.5,True,u'average',2,True,True,False,True
HVpwpXneaCWMeEBF7H8jpQ,Taiwan Little Eats,Madison,4.0,True,u'average',2,True,True,False,False
0-jZq2P4eN7fRdt4Ls1QZQ,Ming's Restaurant,Markham,3.0,False,'average',1,True,True,False,True
brAUHv7Kmxx5nclssCPldA,Niu-Gu Restaurant,Las Vegas,4.0,True,'average',2,True,True,False,False
HNEhE83F1X6kN7BKVmR_9g,Panda Express,Henderson,3.0,False,u'average',1,True,True,True,True
68PJJkcq_i0SlLqO6t7Qxw,Asian Legend,Toronto,3.5,True,u'average',2,True,True,False,True
ZJufvkLNtlAsQU9h_ttdNg,Chinatown,Charlotte,3.0,False,u'quiet',1,True,True,False,True
2cetuQgbP1Bnzm-uMRlocQ,Nam's Noodle,Madison,3.5,True,u'average',2,True,True,False,True
TxNeo206T0jMvRRQ4nKSIg,Wok Of Fame,Brampton,3.0,False,u'average',2,False,True,False,False
t6ZIBNrQjvtwor8W-u3sUg,Chop Chop Wok,Las Vegas,4.0,True,u'quiet',1,True,True,False,True
zP05w3gjD30Gi9-SCIy2DA,Pho Leo,Mesa,4.5,True,u'quiet',1,True,True,False,True
aTZ2HR6jvbXhJoavNFKxZg,Panda Express,Peoria,2.5,False,u'average',1,True,True,True,True
DW0ZvWuYaSvMcB_3LG5RGg,Pei Wei,Las Vegas,3.5,True,u'average',2,True,True,True,True
2lXYidovGbSa56cd07oHlg,Hunan of Stow,Stow,3.0,True,u'quiet',1,True,False,False,True
Fif1uzIU95ttv6kbtRg0ZA,Good China Restaurant,Peoria,4.0,False,u'average',1,True,True,False,True
UMWzaFhW6M3nsIDyIpMfhg,Little Dumpling,Las Vegas,3.5,True,u'quiet',2,True,True,False,True
rBBAD_fHaYnqWC_APHO2SQ,Go Go China,Phoenix,3.0,True,u'quiet',1,True,True,False,True
fOFkU3gc9ekFiP9FWRgYTA,BaBa's Chinese Kitchen,Las Vegas,2.5,True,u'quiet',1,True,True,False,False
MpT8KheTjs7TSDWIoMUFxg,China AAA,Las Vegas,3.5,True,u'average',1,True,True,False,True
cJzv3fbd7jL2ZHyFosFkOw,King Wong Chinese Food,Phoenix,3.5,True,'average',1,True,True,False,True
5VOqWjRXUPc7b1A_NSI9mQ,Spicy Garden,Scarborough,3.5,True,u'quiet',1,True,True,False,True
Rnck2nc0j-FbolNiae2grg,Golden Asian Cuisine,Toronto,4.0,True,u'average',2,True,True,False,True
9ULcHyUTN1O16Vr8KUMQew,Mr. Cooks Chinese Cuisine,Phoenix,3.0,True,u'average',1,True,True,True,True
mqiHZYNXnMLaEK87JZOzmA,Tasty Chinese Restaurant,Pittsburgh,3.0,True,u'quiet',1,True,True,False,False
dAtT3iwh3Os5lkA7TySvNg,Top 1,Richmond Hill,3.0,True,'average',2,True,True,False,True
WWyiaVsJusbRRdpTP5gomQ,Chez Chili,Montréal,4.0,True,u'average',2,True,True,False,False
1DkpdmcxLCRXAdEi6TdOFw,Anne's Magic Kitchen,Toronto,3.5,False,u'average',2,True,True,False,True
OyBStpjF5e_iRCMXflFasQ,Evo Cafe,Champaign,2.5,True,u'average',2,True,True,False,True
riXr33UJRQXVMKJcNZPqqw,Wing Kee,Cleveland,1.5,True,u'quiet',1,True,True,False,True
nMo0ozHO7cqsPaxw_7N6ow,Dim Sum Chinese Restaurant,Charlotte,3.0,False,u'average',2,True,True,False,True
8ZL4ed3Y8_F6AgPAYxgi2g,Hunan Chester,Chesterland,3.5,True,u'average',1,True,True,False,True
phTLTkqSvylLkmz5wAwhTw,Golden China,Las Vegas,3.5,True,u'quiet',1,True,True,False,True
U9aA5H13y7t9xWnoQslV0Q,Beijing Noodle No. 9,Las Vegas,2.5,False,u'average',2,True,True,False,True
wShT0KXCW0ZAnNKdJr_1pg,Panda Express,Las Vegas,3.0,False,u'average',1,True,True,True,False
YmY9lwUzXtT9b56AWe03zQ,New King Wah Chinese Buffet,Phoenix,2.5,True,u'average',1,True,True,False,False
jg37O7ANF7hqggS6bxUpcQ,Pho Thanh Vietnamese Noodle House & Restaurant,Calgary,3.5,False,'average',1,True,True,False,True
q_KQbgnaYDlPx8EHTydcBQ,Kiko Cafe,Markham,2.5,False,u'average',2,True,True,True,True
O8Nh1NB9Gbtq6xjd9oeI3A,Pho Hong,Charlotte,4.5,False,'quiet',1,True,True,False,True
asCPMMAA1wW3GJvrPA4fTA,Tang Dynasty,Urbana,3.0,True,u'quiet',2,True,True,False,False
_wzOIEtLYEp0FftxGwV2zg,House of Egg Roll,Chandler,3.0,False,u'average',2,True,True,False,False
qcqDjeirxvdgW5kQVkEwSA,The Red Room,Toronto,3.0,False,u'loud',1,True,False,True,True
YHXczxm4W3BkGT-z7vZBBw,Chatime - Yonge & College,Toronto,3.5,False,u'average',1,True,True,False,True
zO57PdrDDbcgBhXYItAGoA,Bob Zip,Matthews,3.5,False,'average',2,True,True,True,False
apgC-PWGyFmPuCv-ct2h3w,Chop Chop Chinese Kitchen,Litchfield Park,3.0,False,u'quiet',1,True,True,True,False
I-4CIMvJy_M7U4EuCijxZw,Westown Chinese Food,Toronto,2.0,True,u'quiet',2,True,True,False,True
-UPP0Q_kZsuQ2zZ1k7lbyQ,Tasty Delight Fusion Cuisine,Toronto,3.0,False,'average',1,True,True,False,True
jjBTBObnHrY87qQIMybjzQ,Blue Jade,Cleveland,3.5,False,u'quiet',1,True,True,False,True
uoQXj3BpxKsWyeO7mmcbPw,Fortune Fountain Chinese Restaurant,Las Vegas,4.0,False,u'average',2,True,True,False,False
-vb_yx5QnIhpXUIdPVD2og,Fair View Chinese Cuisine,Las Vegas,3.5,True,u'quiet',1,True,True,False,False
uwlQWhtrqm8k7CZwrNtRsg,Tai Ping Hsiang,Markham,4.0,False,u'average',1,True,True,False,False
vnVteOrD56j6D6wA5Qi2dg,Han's Restaurant,Calgary,4.5,True,u'quiet',2,True,False,False,True
ZCzey5aPhd7jYIoHsUfjmQ,The Clever Koi,Phoenix,4.5,True,u'average',2,True,False,True,True
HGuHk935tyokX6kveEviJw,Mekong Palace,Mesa,3.5,False,u'average',2,True,True,False,True
xfzDtGxx6B4a27RAyah69w,Sushi 21,Las Vegas,4.0,True,u'average',2,True,True,False,True
tDYcVluqZwieulc1iqxGXg,Autumn Court Chinese Restaurant,Phoenix,3.5,True,u'quiet',2,True,True,False,True
dYmm5468BdWxWgksXpy2TQ,Panda Express,Glendale,3.5,False,u'average',1,True,True,True,True
GI1F8a__wktcfj6YVjTqAA,Nuro Bistro,Las Vegas,4.5,True,'average',2,True,True,False,False
8pBx1vlLXHv2aCiTUWz04w,Wonton King,Calgary,3.0,False,u'average',2,True,True,False,True
XxmFwrJk1DljL7sLXS1zrQ,1 Pot,Calgary,3.5,False,'average',3,True,True,False,False
TdjydrOFUSMUsTKdlXW6aQ,New Garden Restaurant,Phoenix,4.0,True,u'average',1,True,True,False,False
sCLXU9ehXMNsodcZqXKNZA,King China Buffet,Mentor-on-the-Lake,3.0,False,u'average',1,True,True,False,True
jMEGdDfVSSubmFZhFnUfrg,Regency Palace,Calgary,3.5,False,u'average',2,True,True,False,True
EGJb8zZPlAfRzj9rg2KwqQ,China Buffet,Eastlake,3.0,False,u'average',1,True,True,False,False
nqnVKM55nIZn8fNH1fIJPA,Simon's Wok,Toronto,4.0,True,u'quiet',1,True,True,False,True
5H4coiGpvG3XdnU1Nde2xQ,Keung's Restaurant,Markham,3.5,False,u'average',2,True,True,False,True
I_WWH2vYccjz-QxW3u1zJA,Hibachi Grill & Supreme Buffet,Phoenix,3.0,False,u'average',1,True,True,False,True
V6Od7XYl_PznuG19DPfTAQ,Panda Express,Las Vegas,2.5,False,'average',1,True,True,True,True
a8PzL5rUpCa8MiQEuLZaOQ,Panda House,Toronto,4.0,True,u'quiet',2,True,True,False,True
tnvZOd2vNCLPQS1KEZxqog,Dim Sum Cafe,Mesa,4.5,False,'average',2,True,True,False,False
fN7ds9Dk4IfMsh4RT9x82w,Wok 'N Roll Chinese-Sushi-SW Asian,Scottsdale,4.0,True,u'average',2,True,True,True,True
taet5lzHXhUGGkPrWcfmsg,Qing Hua,Montréal,3.5,False,u'average',2,True,True,False,False
cwsxAGssF-DBU-Gj9_yg9Q,Ta Chido,Montréal,4.0,False,u'average',2,True,True,True,True
DuDtRu-zffJgGjFUQkuk_Q,Bobby Chao's Chinese Cuisine & Dim Sum,Calgary,3.0,True,u'average',2,True,True,False,True
Ns4tjgLfqR1qawGlNFROBA,SN Pacific Rim Asian Kitchen,Mesa,3.5,False,u'average',2,True,True,True,True
Vx2LafDELzYIZBtHVwAjnQ,Tang Dynasty Restaurant,Calgary,4.5,True,'average',2,True,True,False,True
9bHywYi5Kf4QUkRE8ALCDQ,China Pearl Chinese Restaurant,Gilbert,3.5,True,u'quiet',1,True,True,False,False
3pYZMSbOKh6rBo_DapMlyw,Tasty House,Scarborough,3.5,False,u'average',1,True,True,False,True
xVP6vpI-LGJ4Y61gIb4LQA,China Rainbow,Glendale,3.5,True,'quiet',1,True,True,False,True
BIMICEFM917JQwi5l4q6Gw,Chef Panda,Surprise,4.0,True,u'quiet',1,True,True,False,True
MFbTdZe4Aby_0UbWWsfl6Q,Food King,Brunswick,4.0,True,'average',1,True,True,False,True
SaTA8vxwlX-IYKRRRQbxFw,Pink Lotus Express,Phoenix,3.0,True,u'average',1,True,True,False,True
ZuNJelvkJD4wsXNBRg6t5w,Asian Wok,Las Vegas,3.5,True,'quiet',1,True,True,False,True
aHVhlCvmlNnnPf-LgclNNA,Sesame Inn Chinese Restaurant,Pittsburgh,3.0,False,u'quiet',2,True,True,False,False
t_rnyBYcjuCa5m-HWU0ZwQ,Dragon Pearl Restaurant,Calgary,3.5,True,'quiet',2,True,True,False,False
ikI3t6meCr4_DpHHZs6N2w,Kwan,Toronto,3.0,True,u'average',2,True,True,False,True
siaRCT2-PkyeXUVKrywcTg,Niuda Hand-Pulled Noodles,Toronto,4.0,True,u'average',2,True,True,False,False
jCg6MSfu3fgXxO2QrpDV7w,Li's Asian,Tempe,4.0,True,u'average',1,True,True,False,True
3lgdf4x23yBwNvE12iwqOw,Tian Tian Asian Restaurant,Fort Mill,3.5,False,u'quiet',1,True,False,False,True
0PM5oFKO29sZmL5efmHxug,Chinese Dumpling House,Markham,3.5,False,u'average',1,True,True,False,True
dj4eotH4cBqbeIH2CgSmYg,Pei Wei,Scottsdale,3.0,True,u'average',2,True,True,True,True
3e0IGa_-zqTemKLc1dbdmg,Phusion Cafe,Cleveland,4.0,True,'quiet',1,True,True,True,False
410NJLoLryd-vYNwRA58pw,Restaurant Ruby Rouge,Montréal,3.0,False,u'loud',2,True,True,False,True
raHgmWxE8AVSivo92GX5Wg,Zen Gardens,Mississauga,4.0,False,u'average',2,True,True,False,True
qAzOcHnWerREl678su-p0A,Asian Garden,Pittsburgh,2.5,True,u'average',2,True,True,False,False
079CV1EE5WLdQqVEVYFeHQ,The Prime Chinese Restaurant,Phoenix,4.0,False,u'quiet',2,True,True,False,True
BzgeGVOPetKDcgv9FCbpkw,Panda Express,Phoenix,2.0,False,u'average',1,True,True,False,True
0VjHFdczi6Nln_nn8bucJQ,Pho Bistro,Las Vegas,4.0,True,u'average',1,True,True,False,True
yBxzqKXHhvNVaFnEOd4f7Q,Great Wall Chinese Restaurant,Las Vegas,4.0,True,'average',1,True,True,False,True
Xfod0UWr_9B-TOM6qxVIwQ,Asian Island,Scottsdale,3.5,True,u'average',1,True,True,True,True
SkX-aQm96aEkLCTJdAyXMw,Peking House 98,Calgary,4.5,True,'very_loud',2,True,True,False,True
WrYz1HW0YuXG1rPa2Vznjg,Tong-Por,Montréal,3.5,False,u'loud',2,True,True,False,True
Cdywb13_07M1_g3U85VKTA,Hong Kong Asian Diner,Tempe,3.5,False,u'average',1,True,True,False,True
tIXpNWE6R1yadAThbSefHw,Wanlee Loy,Toronto,4.0,True,u'quiet',1,True,True,False,True
1PFg5TTddZiTmkBq0RuqzQ,Vid Noodles,Las Vegas,4.0,True,'quiet',1,True,True,False,False
GibwaDiqJJ_62x0h3oCyxA,Panda Express,Tempe,2.0,False,'average',1,True,True,True,True
y4z0iQZWN4R2Fk8SiPQU5A,Urban Hakka,Toronto,4.0,True,u'quiet',2,True,True,False,True
UPSzbM6D2SkarWAINq1I9A,Taydo Vietnamese & Chinese Restaurant,Parma,4.0,False,u'quiet',1,True,True,False,True
DDAGwRR0SypD47XD7-ytjA,Beijing Chinese Cuisine,Goodyear,3.0,False,u'quiet',2,True,True,False,False
yr7tfzFc88ciGvAwAypCqg,Sunshine Moon Peking Pub,Scottsdale,3.5,False,u'average',2,True,True,False,True
o848u4i-UGs1vMnYbEVi8w,LaoDiFang Asian Kitchen,Las Vegas,4.0,True,'quiet',1,True,True,False,False
vCjosSwslY0Cuc6NjZavRw,Dragon Gem Chinese,Pickering,3.5,True,u'quiet',2,True,True,False,True
jzY_beeQKdvA-uZsqDke2Q,Noodle Wok,Mississauga,3.0,False,u'quiet',1,True,True,False,True
NM9A38hqiOAYbnUPpNz-UQ,Panda Express,Las Vegas,2.5,False,u'average',1,True,True,False,True
mM5XynUk82upOm43mIJFHw,Royal Jade,Vaughan,4.5,True,u'average',2,True,True,False,True
G_1M9_yX5ThAROn1zKKpQg,Panda Express,Avondale,2.5,False,'quiet',1,True,True,True,True
taXKuFldSoerm9SXrckh_w,Green Tea Bistro,Mesa,4.0,True,'average',1,True,True,False,False
hDL3Q-GNQlOuE04_zWEMJA,Krazy Buffet,Las Vegas,3.5,False,u'average',2,True,True,False,False
GilIp96ZEsF4prlDPducog,Akko Cake House,Mississauga,4.0,False,u'average',1,True,True,False,False
HQpMwOOrGND3GaRqMNV9ig,Jim Chai Kee,Richmond Hill,4.0,False,u'average',1,True,True,False,False
PM0A7ZgbxvtbRCj931PbyQ,Shabu Grill,Las Vegas,3.5,False,u'average',2,False,True,False,True
XhMfL-6lt-prYyC9Lp02gg,Best Wok Chinese,Cleveland,4.0,False,u'quiet',1,True,False,False,True
TWkL-VHo6P-WwL8iTvqlYQ,Pei Wei,Chandler,3.0,True,u'average',1,True,True,True,True
Q3zZTpHQBSbiPq2lLaTtgw,Sichuan Palace,Pittsburgh,4.0,False,u'quiet',2,True,True,False,True
EDfYAWyJKXGSTF2cHY7N-A,Shanghai Kitchen,Whitby,3.5,True,u'quiet',1,True,True,False,False
PD3ganU8NAGkqkcIXYPSxQ,Fudao noodle house,Toronto,4.0,False,u'average',2,True,True,False,True
t_yiQnxUDdPPCN2z4QyezA,Golden Harbor Authentic Chinese Cuisine,Champaign,4.5,False,u'average',2,True,True,False,False
dvbcUnKv2awsIxog7dO4vw,Hong Kong Bistro Cafe,Toronto,4.0,False,u'average',1,True,True,False,True
EVkytEhlC1nswqmgrHdviw,Bo Bo China,Champaign,2.5,True,u'average',1,True,True,False,True
ceuvH6NpDhpT1p4q1w93pA,Orient House,Madison,3.5,True,u'quiet',2,True,True,False,True
vRuD9awneiGqZgwYPUjEGA,King Asian Restaurant,Mississauga,2.5,True,'average',2,True,False,False,True
rqZpTayLTVIamWFjv4WHmw,Café Asia,Montréal,3.0,True,u'quiet',2,True,True,False,True
Q8uwArm4h8bhsqxw84Gd8w,Charcoal Kebab House,Toronto,3.5,False,u'average',2,True,True,False,False
VGxJbglGlx-a7Gdc55Q6jQ,Katana,Pittsburgh,3.0,True,u'average',2,True,True,False,True
l-nL4BmhzpZjcavooO48PQ,The Wokker Restaurant,Etobicoke,3.5,True,u'quiet',2,True,True,False,False
k1q9f7aJ2TsoSbeA8Qm1aA,Lao Sze Chuan,Las Vegas,3.0,False,u'average',2,True,True,False,False
fh-hCT2esNJEocdBdggWoQ,QJD Peking Duck Restaurant,Markham,3.0,False,u'average',3,True,True,False,False
1MrJJ9tyNyfFrxaNZ67xFg,Silk Road Gourmet Chinese,Pittsburgh,4.0,True,u'quiet',2,True,True,False,True
Pgay5a3ZPZB_5ijSHAGoyA,Golden Gate Express,Charlotte,3.5,False,'average',1,True,True,False,True
PViWXTbiRkRjZhAdH0xLxg,Cynthia's Chinese Restaurant,Newmarket,3.5,True,u'average',2,True,True,False,True
GeeR1ScER2WpFoJs1sTjsA,Panda Express,Avon,2.5,False,u'average',1,True,True,True,True
Ks7EuyQVI2JEif4Xp70MmA,China House,Berea,3.0,True,u'average',1,True,True,False,False
QiZCMGZEwVtg1ybOKybLhQ,Kanda House,Pittsburgh,2.0,True,u'quiet',2,True,True,False,True
HdQrBS3jrtOrRqzRymgiig,China Gourmet King,Scarborough,3.0,True,u'quiet',2,True,True,False,True
w4MypAX8UIaJq-mhCZBq2A,Hong To Chinese Restaurant,Willoughby,3.5,False,u'quiet',1,True,True,False,True
px2l_fl2_LlVthj50T7o2g,China Joe's,Las Vegas,2.5,True,'quiet',2,True,True,False,True
PXKjfPxjJSykV3vN8GAoBQ,China House,Gibsonia,4.0,False,u'quiet',1,True,True,False,True
3Esl4FVI9Rzl_KSmIiMgaw,Jackie Chen Wok,Cleveland,3.5,False,'quiet',1,True,False,False,True
lWk3vNrOIFTbUwEZBkY2wg,Peking House,South Park,3.5,False,u'quiet',2,True,False,False,True
vxaFYMI3xdrdsFCaJI-Zcg,King's Restaurant - On Barlow,Calgary,4.0,False,'quiet',2,True,True,False,False
Ue2H-ajY-uBKwGoBDQutCA,Wok & Fortune,Toronto,2.0,False,u'quiet',1,True,True,False,True
cE7ArG7tPXsLSBbgHGHYZA,Gourmet Express,Etobicoke,3.5,True,u'average',1,True,True,False,True
Z0_qLqeFwOQGhBd_aC9s6w,Hakka Cottage,Toronto,4.0,True,u'average',1,True,True,False,True
Q3UkgxNNInsPcUFhsQFcrg,Kum Hong BBQ Restaurant,Richmond Hill,4.0,False,u'quiet',1,True,False,False,True
viHcW-LLmOxBMHFm0jxPvQ,Grand Cafe,Las Vegas,3.0,False,u'average',2,True,True,False,True
vVdY2qDO7dkUrU8LXYZ1uA,Green Jade,Champaign,4.0,False,u'average',1,True,True,False,True
P0IY-8h2q--Uiw6vKIJ3QQ,Tsing Tao Chinese Cuisine,Mesa,4.0,True,u'quiet',1,True,True,False,True
AjcOXSV1ECKja4JqY3UIXg,Mandarin Restaurant - Mississauga,Mississauga,3.5,True,u'average',2,True,True,False,False
jdyM1DAiA7EzuYz1WDhjeA,Ritzy Palace Chinese Cuisine,Markham,3.0,False,u'loud',2,True,True,False,True
X5uxdU9GHoUAqo2wmbg3OQ,Island Malaysian Cuisine,Las Vegas,4.0,True,u'average',2,True,True,False,True
XIcq5zKaAkGSN6cIJzBKRQ,Panda Express,Las Vegas,2.5,False,u'average',1,True,True,True,True
M0A8RFdN1UqSd-tIqXFEBQ,Golden Gate Chinese Restaurant,Henderson,3.5,True,u'quiet',1,True,True,False,False
jOMtqF2XnRgOZ2eOVLoxGA,Soul Foo Young,Las Vegas,4.5,True,'average',1,True,True,False,False
j9YFHVQqxM_qKHIc4nck-A,Wong's Asian Cuisine,Scarborough,4.0,True,u'quiet',1,True,True,False,True
kICgNgVRkIh4doz0atyMMA,Hakkasan Restaurant,Las Vegas,4.0,False,u'average',4,False,False,False,False
_cs_J4j8XXyBgihJs83qUg,Church's Chicken,Las Vegas,1.5,True,u'average',1,True,True,False,False
DI6WQYe8tSigjzlmMYMpkw,Panda Express,Chandler,2.0,False,'average',1,True,True,True,True
z9lOfnUorcbWR_xS0DSeHw,Fugu,Madison,3.5,True,u'average',2,True,True,False,True
TSGBM2z5BTeJvYQAznz8Fg,Jogoya Sushi Seafood Buffet,Chandler,3.5,False,u'average',2,True,True,False,True
3SozmlI5K7xapJBE41Ah1g,Wild Ginger Asian Bistro,Gilbert,4.5,True,'quiet',2,True,True,False,True
sfd19Wo_7g2TwaoJmA9B8A,Hunan Coventry,Cleveland Heights,3.0,True,u'quiet',2,True,True,False,True
eNFubUPJR7yIQah-NxZN_g,Yu Seafood,Richmond Hill,3.0,False,u'average',2,True,True,False,False
eI1ZHGOr2Pus842KrZD5ZQ,Casa-Imperial,Scarborough,3.5,False,u'average',2,True,True,False,True
